Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2016-705393,7/27/2016,8/3/2016,Second Class,ID-57945,Corporate,United States,Los Angeles,Florida,West,Office Supplies,Accessories,532.44,6,0.3,53.87
CA-2016-464825,12/21/2017,12/28/2017,Same Day,ID-90918,Consumer,United States,Chicago,Illinois,West,Technology,Phones,320.05,4,0.2,-13.63
CA-2018-827120,10/16/2016,10/21/2016,Same Day,ID-64819,Home Office,United States,Los Angeles,Illinois,South,Office Supplies,Phones,491.8,9,0.1,53.98
CA-2019-402865,10/14/2016,10/16/2016,First Class,ID-69113,Home Office,United States,New York,New York,West,Office Supplies,Phones,203.18,7,0.3,9.05
CA-2019-535820,12/25/2019,1/1/2020,Same Day,ID-74054,Consumer,United States,New York,Illinois,West,Furniture,Binders,42.37,4,0.2,-1.11
CA-2019-693127,10/11/2018,10/16/2018,Standard Class,ID-85066,Consumer,United States,Chicago,Illinois,Central,Technology,Chairs,762.4,8,0.1,203.04
CA-2016-871740,8/31/2019,9/7/2019,Second Class,ID-49021,Consumer,United States,Houston,New York,Central,Furniture,Accessories,866.64,2,0.1,-12.52
CA-2018-845279,6/3/2019,6/9/2019,Same Day,ID-31755,Home Office,United States,Los Angeles,Texas,East,Furniture,Tables,357.31,5,0.1,9.47
CA-2018-403387,3/18/2019,3/21/2019,Standard Class,ID-27771,Corporate,United States,New York,New York,East,Technology,Phones,257.18,6,0.1,47.35
CA-2019-613234,10/18/2016,10/23/2016,First Class,ID-92288,Corporate,United States,Houston,Florida,West,Technology,Chairs,408.82,5,0.2,26.78
CA-2019-443187,4/6/2019,4/7/2019,Standard Class,ID-70089,Home Office,United States,Chicago,California,South,Furniture,Accessories,826.6,8,0.2,19.27
CA-2018-454161,1/25/2019,1/30/2019,Second Class,ID-84205,Corporate,United States,Chicago,California,West,Furniture,Accessories,26.12,3,0.3,1.51
CA-2019-312146,11/11/2019,11/13/2019,First Class,ID-30837,Corporate,United States,New York,New York,Central,Furniture,Binders,667.86,3,0,39.09
CA-2018-861253,12/3/2019,12/10/2019,Second Class,ID-66260,Home Office,United States,New York,California,West,Furniture,Accessories,87.16,10,0.1,8.45
CA-2019-109738,1/17/2016,1/23/2016,First Class,ID-25806,Corporate,United States,Los Angeles,Florida,West,Furniture,Accessories,98.44,2,0,2.49
CA-2018-243790,2/22/2018,3/1/2018,Second Class,ID-94092,Home Office,United States,Los Angeles,California,West,Technology,Phones,445.7,4,0.1,107.49
CA-2019-327797,6/26/2016,6/27/2016,Second Class,ID-26142,Home Office,United States,Houston,New York,South,Office Supplies,Phones,255.31,2,0.1,27.89
CA-2018-916808,11/15/2019,11/16/2019,First Class,ID-36928,Home Office,United States,Phoenix,Illinois,East,Technology,Accessories,302.59,1,0.1,26.68
CA-2016-352792,10/20/2018,10/26/2018,Standard Class,ID-79243,Consumer,United States,Chicago,New York,East,Office Supplies,Tables,426.65,9,0.1,78.75
CA-2016-117500,4/17/2019,4/18/2019,Standard Class,ID-44365,Consumer,United States,New York,California,South,Technology,Binders,632.28,9,0.3,30.73
CA-2019-186431,8/4/2019,8/9/2019,Second Class,ID-46368,Consumer,United States,Chicago,California,East,Furniture,Tables,333.48,10,0,8.03
CA-2019-865416,5/3/2017,5/4/2017,Second Class,ID-21300,Corporate,United States,New York,Florida,West,Office Supplies,Phones,128.25,3,0,-4.42
CA-2018-648410,11/25/2018,12/2/2018,First Class,ID-31884,Corporate,United States,Los Angeles,New York,West,Furniture,Binders,809.04,5,0,4.19
CA-2016-620248,7/21/2018,7/26/2018,First Class,ID-17266,Corporate,United States,Phoenix,Texas,Central,Furniture,Binders,775.6,10,0,-6.7
CA-2016-146177,1/26/2016,1/28/2016,Standard Class,ID-71835,Corporate,United States,Houston,Texas,East,Furniture,Tables,805.08,7,0.1,20.81
CA-2019-855276,10/17/2017,10/20/2017,Standard Class,ID-84912,Corporate,United States,New York,Illinois,West,Furniture,Phones,806.29,1,0.3,-40.88
CA-2019-396020,9/28/2017,10/1/2017,Standard Class,ID-82494,Corporate,United States,New York,New York,East,Office Supplies,Tables,786.66,10,0.1,60.58
CA-2019-910143,2/4/2017,2/10/2017,Second Class,ID-29735,Consumer,United States,Houston,California,East,Technology,Binders,639.58,1,0.2,-50.87
CA-2019-990247,9/21/2017,9/22/2017,Second Class,ID-79443,Consumer,United States,Houston,Florida,West,Furniture,Binders,102.1,4,0.3,12.89
CA-2018-580728,6/22/2016,6/27/2016,Standard Class,ID-76247,Consumer,United States,Houston,California,West,Office Supplies,Phones,244.4,5,0.2,52.87
CA-2019-834764,10/30/2017,11/2/2017,Same Day,ID-45645,Consumer,United States,New York,Texas,East,Technology,Chairs,163.86,3,0.3,9.91
CA-2019-226601,1/2/2019,1/5/2019,Second Class,ID-69233,Corporate,United States,Houston,New York,West,Furniture,Phones,809.52,5,0,-11.33
CA-2018-255528,7/5/2016,7/11/2016,Second Class,ID-56627,Corporate,United States,Phoenix,California,Central,Office Supplies,Phones,40.77,7,0.3,3.49
CA-2017-199326,8/4/2018,8/5/2018,Second Class,ID-25919,Consumer,United States,New York,Texas,East,Furniture,Accessories,378.52,2,0.2,80.84
CA-2016-122859,5/12/2016,5/14/2016,Same Day,ID-26880,Consumer,United States,Chicago,California,West,Office Supplies,Chairs,176.31,10,0.3,28.22
CA-2019-620226,3/1/2016,3/5/2016,Same Day,ID-32650,Corporate,United States,Los Angeles,Texas,Central,Office Supplies,Accessories,884.59,1,0.1,126.51
CA-2019-532005,2/1/2019,2/5/2019,Standard Class,ID-21497,Corporate,United States,Houston,Texas,South,Furniture,Tables,256.66,9,0,75.91
CA-2018-602985,1/20/2019,1/27/2019,Same Day,ID-55093,Home Office,United States,Phoenix,New York,South,Office Supplies,Phones,35.8,10,0.1,-2.84
CA-2018-161437,8/24/2018,8/29/2018,First Class,ID-86544,Consumer,United States,Los Angeles,California,East,Technology,Phones,273.86,1,0.1,32.11
CA-2019-472039,12/21/2016,12/23/2016,Second Class,ID-87662,Corporate,United States,Chicago,Illinois,West,Technology,Binders,948.08,10,0.1,106.87
CA-2017-977340,10/5/2018,10/10/2018,First Class,ID-33010,Corporate,United States,New York,California,West,Furniture,Tables,226.62,9,0.3,-15.82
CA-2017-945619,9/24/2016,9/27/2016,Second Class,ID-52413,Consumer,United States,New York,Texas,East,Furniture,Tables,862.06,2,0.2,125.39
CA-2019-714483,7/25/2016,7/28/2016,First Class,ID-52284,Consumer,United States,Los Angeles,Florida,South,Technology,Binders,182.46,9,0.2,-1.56
CA-2017-496764,9/20/2017,9/26/2017,First Class,ID-26691,Consumer,United States,New York,Illinois,South,Technology,Chairs,190.26,6,0.1,26.69
CA-2016-620287,10/15/2016,10/18/2016,Standard Class,ID-41194,Corporate,United States,Chicago,Texas,West,Technology,Binders,452.16,5,0.1,-0.07
CA-2016-467506,6/9/2017,6/16/2017,Standard Class,ID-10167,Consumer,United States,Houston,Florida,South,Furniture,Accessories,498.15,7,0.2,47.19
CA-2016-969067,9/8/2018,9/15/2018,Second Class,ID-31319,Corporate,United States,New York,California,Central,Furniture,Binders,268.52,2,0,9.86
CA-2019-268720,6/2/2016,6/7/2016,Standard Class,ID-54295,Home Office,United States,Phoenix,Florida,West,Office Supplies,Phones,611.24,7,0.1,-43.23
CA-2018-315535,1/24/2017,1/28/2017,First Class,ID-96585,Corporate,United States,Chicago,Texas,West,Furniture,Accessories,576.05,8,0.1,-40.54
CA-2016-548377,6/28/2016,7/1/2016,Same Day,ID-36171,Consumer,United States,New York,Texas,East,Technology,Binders,977.29,8,0,22.81
CA-2019-593821,9/28/2018,10/4/2018,First Class,ID-21945,Home Office,United States,Phoenix,Florida,East,Office Supplies,Accessories,375.71,8,0,2
CA-2019-376195,4/8/2017,4/15/2017,First Class,ID-83956,Consumer,United States,Los Angeles,California,West,Technology,Binders,810.1,7,0.1,88.54
CA-2019-958160,12/6/2018,12/10/2018,Same Day,ID-85066,Consumer,United States,Houston,New York,West,Office Supplies,Chairs,507.08,9,0.1,-23.68
CA-2019-281276,12/8/2016,12/10/2016,Second Class,ID-26539,Consumer,United States,Houston,California,South,Furniture,Phones,835.77,5,0.2,176.73
CA-2016-191254,3/5/2018,3/10/2018,Same Day,ID-82358,Corporate,United States,Chicago,Illinois,South,Furniture,Tables,591.7,7,0,38.92
CA-2017-694116,4/19/2019,4/24/2019,Standard Class,ID-23845,Home Office,United States,New York,New York,Central,Office Supplies,Binders,389.21,8,0.3,-23.16
CA-2018-522548,10/21/2016,10/26/2016,Same Day,ID-15083,Corporate,United States,Chicago,Texas,West,Technology,Accessories,921.63,6,0,32.39
CA-2018-426053,7/28/2017,8/4/2017,Same Day,ID-99764,Consumer,United States,Los Angeles,Texas,Central,Technology,Accessories,776.29,6,0.2,118.94
CA-2016-297064,6/23/2018,6/25/2018,Same Day,ID-73499,Home Office,United States,Chicago,California,East,Furniture,Binders,712.47,7,0.1,136.07
CA-2016-282176,1/29/2017,2/5/2017,Second Class,ID-17553,Consumer,United States,New York,Florida,West,Office Supplies,Phones,281.24,8,0.3,30.35
CA-2016-814263,3/3/2016,3/5/2016,First Class,ID-74066,Home Office,United States,Houston,Texas,South,Technology,Tables,356.26,3,0.2,56.88
CA-2016-398916,2/26/2016,3/1/2016,Standard Class,ID-31352,Home Office,United States,Los Angeles,Texas,East,Technology,Phones,276.39,7,0,67.95
CA-2016-597126,9/27/2016,10/3/2016,Second Class,ID-88792,Consumer,United States,Los Angeles,New York,Central,Technology,Binders,429.57,7,0.2,28.73
CA-2017-589368,9/10/2017,9/16/2017,Same Day,ID-86609,Consumer,United States,New York,Illinois,Central,Technology,Tables,612.96,5,0,56.82
CA-2018-389913,8/4/2019,8/7/2019,First Class,ID-44229,Home Office,United States,Chicago,Texas,East,Technology,Phones,900.69,10,0.3,103.53
CA-2017-856320,2/22/2016,2/28/2016,Same Day,ID-48745,Corporate,United States,Houston,Florida,South,Technology,Chairs,587.19,10,0.1,19.69
CA-2017-819656,12/30/2018,1/5/2019,Same Day,ID-98063,Corporate,United States,Phoenix,New York,East,Technology,Tables,189.32,2,0.3,-6.47
CA-2018-860413,2/18/2019,2/25/2019,Second Class,ID-99091,Corporate,United States,New York,Texas,Central,Furniture,Binders,426.27,6,0.2,1.44
CA-2018-586288,8/29/2016,9/2/2016,Standard Class,ID-93151,Home Office,United States,Phoenix,Illinois,West,Office Supplies,Phones,505.47,7,0.2,26.38
CA-2017-244037,2/14/2017,2/17/2017,Same Day,ID-84632,Corporate,United States,Los Angeles,New York,East,Furniture,Accessories,339.3,3,0.2,41.75
CA-2016-574012,7/14/2017,7/16/2017,Second Class,ID-85534,Consumer,United States,Houston,California,East,Technology,Accessories,637.15,7,0.3,127.62
CA-2019-104895,3/18/2016,3/23/2016,Second Class,ID-58903,Consumer,United States,Chicago,Illinois,East,Furniture,Chairs,630.42,4,0.1,100.66
CA-2018-427252,9/21/2016,9/22/2016,Same Day,ID-75973,Home Office,United States,Chicago,Texas,West,Furniture,Binders,948.98,8,0.2,55.77
CA-2017-459381,9/30/2018,10/3/2018,Second Class,ID-31611,Corporate,United States,New York,Texas,East,Technology,Phones,219.08,1,0.1,-10
CA-2016-493417,8/4/2019,8/7/2019,Standard Class,ID-87846,Consumer,United States,New York,California,West,Technology,Chairs,422.61,7,0,50.25
CA-2019-835962,11/9/2016,11/11/2016,Standard Class,ID-49467,Corporate,United States,New York,Illinois,Central,Technology,Tables,703.72,7,0,73.63
CA-2016-396439,8/21/2016,8/28/2016,Standard Class,ID-75239,Consumer,United States,Phoenix,Texas,Central,Technology,Phones,364.34,7,0.2,-10.45
CA-2019-317782,11/10/2019,11/14/2019,First Class,ID-40737,Consumer,United States,New York,California,West,Technology,Accessories,157.65,2,0,29.86
CA-2016-368322,8/12/2019,8/14/2019,Same Day,ID-48800,Corporate,United States,Houston,California,West,Furniture,Chairs,853.73,6,0.2,48.08
CA-2016-199613,4/3/2016,4/4/2016,Second Class,ID-96947,Home Office,United States,Los Angeles,New York,Central,Office Supplies,Tables,275.63,2,0.2,49.83
CA-2017-219361,3/31/2018,4/4/2018,Same Day,ID-45629,Corporate,United States,Houston,Florida,East,Furniture,Phones,699.21,1,0.1,-36.82
CA-2019-941235,3/11/2019,3/17/2019,Same Day,ID-33758,Home Office,United States,Houston,New York,West,Technology,Phones,488.25,8,0,124.52
CA-2019-148205,5/9/2016,5/12/2016,First Class,ID-11620,Home Office,United States,Phoenix,Illinois,East,Technology,Binders,523.91,10,0,38.32
CA-2017-605339,12/9/2017,12/15/2017,Same Day,ID-29484,Home Office,United States,Phoenix,California,West,Technology,Phones,510.51,8,0.3,88.54
CA-2016-887931,10/3/2018,10/6/2018,Second Class,ID-53371,Corporate,United States,New York,Illinois,East,Technology,Accessories,409.24,4,0,34.23
CA-2019-192295,10/17/2018,10/21/2018,First Class,ID-25559,Corporate,United States,New York,California,South,Office Supplies,Chairs,561.56,1,0,121.7
CA-2018-633030,2/25/2019,2/27/2019,Same Day,ID-54676,Corporate,United States,New York,Texas,South,Office Supplies,Tables,769.74,10,0.3,100.58
CA-2018-850689,7/15/2018,7/16/2018,Standard Class,ID-96364,Consumer,United States,New York,New York,Central,Technology,Binders,552.21,6,0,-45.11
CA-2017-616342,10/14/2016,10/21/2016,Same Day,ID-24019,Corporate,United States,Phoenix,Texas,East,Furniture,Accessories,223.43,4,0.2,-10.17
CA-2019-148759,7/20/2019,7/27/2019,Standard Class,ID-69048,Corporate,United States,Phoenix,Illinois,East,Office Supplies,Chairs,535.06,1,0.3,88.21
CA-2019-633025,12/28/2016,1/3/2017,Second Class,ID-26827,Consumer,United States,Houston,Illinois,Central,Technology,Accessories,424.48,10,0.1,3.61
CA-2018-408463,7/16/2018,7/23/2018,Second Class,ID-28111,Corporate,United States,Phoenix,Illinois,Central,Technology,Tables,862.1,9,0.1,-15.24
CA-2018-819964,12/8/2017,12/14/2017,Second Class,ID-95208,Consumer,United States,Phoenix,Illinois,Central,Technology,Chairs,763.17,9,0.3,71.12
CA-2019-806995,12/29/2018,1/1/2019,Same Day,ID-11673,Home Office,United States,New York,California,South,Furniture,Chairs,673.55,4,0.2,107.81
CA-2017-400538,10/31/2019,11/3/2019,Second Class,ID-18130,Home Office,United States,Chicago,Texas,West,Office Supplies,Accessories,111.46,9,0.1,19.76
CA-2019-349136,11/12/2018,11/19/2018,First Class,ID-97096,Consumer,United States,Houston,Florida,South,Technology,Binders,966.17,1,0,190.79
CA-2017-750706,6/26/2018,7/3/2018,Second Class,ID-93071,Home Office,United States,Chicago,Illinois,East,Technology,Phones,301.24,3,0,-7.59
CA-2017-870786,11/18/2018,11/19/2018,Same Day,ID-15326,Corporate,United States,Chicago,Illinois,Central,Furniture,Phones,588.15,5,0,18.95
CA-2017-141880,11/10/2016,11/13/2016,Standard Class,ID-91968,Home Office,United States,Chicago,Florida,Central,Furniture,Binders,530.14,3,0,113.72
CA-2017-536135,1/17/2019,1/22/2019,Same Day,ID-22051,Corporate,United States,Los Angeles,Texas,Central,Office Supplies,Binders,300.64,10,0.3,62.85
CA-2016-220294,10/1/2019,10/4/2019,Same Day,ID-41502,Home Office,United States,Phoenix,Illinois,East,Furniture,Binders,387.56,2,0.3,0.72
CA-2018-125905,11/24/2018,12/1/2018,First Class,ID-77411,Home Office,United States,Houston,Florida,West,Office Supplies,Phones,327.11,2,0,-10.81
CA-2016-757386,5/14/2016,5/16/2016,Second Class,ID-99837,Corporate,United States,New York,Texas,South,Technology,Chairs,749.42,3,0,62.72
CA-2018-139726,6/28/2016,6/29/2016,Standard Class,ID-33329,Corporate,United States,Phoenix,California,East,Office Supplies,Accessories,394.15,7,0.3,7.33
CA-2019-806004,8/30/2016,9/4/2016,Standard Class,ID-94072,Home Office,United States,Phoenix,California,West,Technology,Chairs,364.12,9,0,5.8
CA-2018-736030,6/26/2016,6/29/2016,Same Day,ID-59992,Corporate,United States,New York,Florida,East,Technology,Phones,145.02,7,0.2,32.95
CA-2017-412534,10/19/2019,10/26/2019,First Class,ID-11461,Home Office,United States,Phoenix,Texas,West,Furniture,Chairs,576.99,7,0,12.62
CA-2018-322022,4/25/2018,5/1/2018,Second Class,ID-31096,Consumer,United States,Los Angeles,Illinois,Central,Furniture,Chairs,189.54,10,0,45.59
CA-2019-775990,1/30/2019,1/31/2019,First Class,ID-98039,Consumer,United States,Chicago,California,East,Technology,Tables,492.32,6,0.2,-19.19
CA-2017-204904,8/6/2017,8/11/2017,Standard Class,ID-35362,Corporate,United States,Houston,Florida,Central,Technology,Binders,696.52,3,0.2,124.3
CA-2019-276831,1/10/2016,1/13/2016,Second Class,ID-39035,Home Office,United States,Houston,New York,Central,Furniture,Binders,879.11,8,0.3,26.77
CA-2018-610626,2/3/2019,2/4/2019,Second Class,ID-94613,Home Office,United States,New York,New York,East,Technology,Phones,270.6,2,0,69.5
CA-2016-952117,4/6/2019,4/11/2019,Same Day,ID-87337,Consumer,United States,New York,Illinois,Central,Technology,Tables,477.38,3,0.2,21.77
CA-2018-240384,8/9/2018,8/14/2018,Standard Class,ID-62007,Corporate,United States,Phoenix,California,East,Technology,Phones,759.63,3,0.3,-19.31
CA-2017-871667,9/17/2018,9/20/2018,Standard Class,ID-38681,Corporate,United States,Los Angeles,California,Central,Office Supplies,Phones,52.38,4,0.2,2.31
CA-2019-148693,3/22/2016,3/28/2016,First Class,ID-23529,Home Office,United States,Phoenix,New York,Central,Technology,Tables,574.46,7,0.3,18.55
CA-2016-641760,5/30/2017,6/3/2017,Second Class,ID-77681,Corporate,United States,Chicago,New York,South,Office Supplies,Tables,16.53,3,0.3,-0.39
CA-2016-639535,8/10/2019,8/13/2019,Second Class,ID-29692,Consumer,United States,Los Angeles,New York,West,Technology,Phones,420.47,6,0,38.94
CA-2019-602290,3/7/2017,3/12/2017,Second Class,ID-94837,Corporate,United States,New York,Texas,West,Furniture,Tables,596.42,3,0,152.87
CA-2017-158627,12/6/2016,12/9/2016,Second Class,ID-77717,Corporate,United States,Phoenix,Illinois,West,Technology,Binders,947.78,4,0.3,94.61
CA-2019-605065,12/15/2016,12/17/2016,Same Day,ID-88753,Consumer,United States,Phoenix,Texas,Central,Furniture,Binders,923.13,10,0,-7.45
CA-2019-238635,8/10/2016,8/11/2016,Second Class,ID-78512,Home Office,United States,Houston,Texas,West,Furniture,Accessories,902.59,10,0,226.64
CA-2016-197716,9/14/2018,9/20/2018,Second Class,ID-89098,Home Office,United States,New York,Florida,South,Office Supplies,Chairs,700.67,7,0.1,173.65
CA-2019-927909,2/19/2018,2/22/2018,Standard Class,ID-65769,Consumer,United States,Chicago,Florida,East,Furniture,Binders,602.31,9,0.3,1.32
CA-2016-843596,1/15/2016,1/20/2016,Standard Class,ID-78126,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,115.52,7,0.2,0.42
CA-2019-692099,1/18/2018,1/23/2018,First Class,ID-99208,Corporate,United States,Los Angeles,Florida,South,Furniture,Binders,563.5,8,0.2,133.17
CA-2018-911801,12/15/2019,12/19/2019,Second Class,ID-96413,Consumer,United States,Los Angeles,Florida,East,Furniture,Phones,513.26,6,0,-18.33
CA-2016-943442,7/5/2016,7/12/2016,Second Class,ID-71822,Home Office,United States,Houston,California,West,Office Supplies,Phones,377.13,10,0,71.58
CA-2019-743789,9/5/2019,9/10/2019,First Class,ID-88311,Consumer,United States,Los Angeles,Florida,South,Furniture,Phones,852.06,9,0.2,-15.07
CA-2017-745073,12/13/2016,12/19/2016,Standard Class,ID-57151,Consumer,United States,New York,Texas,West,Office Supplies,Accessories,359.6,7,0.3,33.84
CA-2016-872722,12/12/2019,12/13/2019,Standard Class,ID-82036,Corporate,United States,Phoenix,Illinois,Central,Office Supplies,Binders,234.03,4,0.3,44.54
CA-2016-373791,12/24/2016,12/28/2016,Standard Class,ID-83220,Consumer,United States,Phoenix,New York,Central,Furniture,Tables,957.14,9,0.2,136.05
CA-2019-690525,9/17/2018,9/24/2018,Second Class,ID-54520,Corporate,United States,Houston,Illinois,West,Office Supplies,Chairs,265.24,7,0.1,40.76
CA-2017-939030,10/8/2017,10/12/2017,First Class,ID-77699,Home Office,United States,New York,New York,East,Office Supplies,Chairs,404.94,6,0,49.33
CA-2017-599704,10/4/2017,10/7/2017,Second Class,ID-85197,Corporate,United States,Los Angeles,Texas,South,Technology,Phones,242.51,4,0.2,-3.35
CA-2017-975498,5/26/2017,6/2/2017,First Class,ID-30446,Consumer,United States,New York,California,South,Technology,Chairs,766.6,9,0,183.37
CA-2018-750817,10/7/2017,10/11/2017,First Class,ID-74330,Consumer,United States,Phoenix,New York,South,Furniture,Tables,136.96,9,0.3,8.76
CA-2016-626883,12/12/2017,12/16/2017,Second Class,ID-69925,Consumer,United States,Phoenix,Florida,Central,Technology,Chairs,21.7,4,0.3,2.01
CA-2018-479167,6/8/2019,6/15/2019,First Class,ID-34530,Home Office,United States,Chicago,Texas,Central,Office Supplies,Tables,349.67,3,0.3,17.03
CA-2019-834750,2/1/2018,2/4/2018,Same Day,ID-46651,Corporate,United States,Los Angeles,Illinois,East,Technology,Phones,816.05,5,0.1,89.7
CA-2019-305587,10/25/2016,11/1/2016,Second Class,ID-71995,Consumer,United States,Los Angeles,Florida,South,Furniture,Tables,538.64,6,0.3,7.55
CA-2016-517754,7/21/2016,7/27/2016,Second Class,ID-17869,Consumer,United States,Chicago,Florida,West,Office Supplies,Binders,267.17,6,0.2,8.05
CA-2019-227126,12/20/2017,12/27/2017,Second Class,ID-85609,Home Office,United States,Phoenix,Texas,Central,Office Supplies,Binders,676.46,8,0.3,121.15
CA-2019-743473,8/9/2017,8/13/2017,Second Class,ID-31964,Home Office,United States,Chicago,Florida,South,Furniture,Chairs,170.38,4,0.2,3.65
CA-2018-844943,7/1/2017,7/6/2017,Same Day,ID-45553,Corporate,United States,Chicago,Illinois,South,Office Supplies,Phones,192.05,1,0.1,33.03
CA-2018-880009,12/6/2019,12/12/2019,Standard Class,ID-37600,Consumer,United States,Houston,California,West,Furniture,Accessories,552.95,1,0.3,42.42
CA-2016-208976,6/21/2017,6/26/2017,Second Class,ID-21050,Home Office,United States,Houston,New York,East,Furniture,Binders,448.73,3,0.1,44.71
CA-2017-129959,3/12/2016,3/18/2016,First Class,ID-52624,Corporate,United States,Houston,Illinois,Central,Technology,Accessories,143.76,9,0.1,17.64
CA-2019-761701,7/26/2019,7/31/2019,Same Day,ID-78610,Home Office,United States,Phoenix,New York,Central,Office Supplies,Tables,234.86,2,0.3,3.81
CA-2019-372427,11/14/2016,11/17/2016,Standard Class,ID-10012,Home Office,United States,Los Angeles,New York,Central,Office Supplies,Tables,18.23,8,0.3,0.25
CA-2019-936726,8/22/2017,8/27/2017,Second Class,ID-10946,Home Office,United States,Chicago,Texas,South,Technology,Accessories,400.8,3,0.3,64.91
CA-2017-375754,6/11/2016,6/15/2016,Second Class,ID-77713,Home Office,United States,Chicago,New York,Central,Office Supplies,Phones,854.95,3,0.1,12.19
CA-2019-747736,7/16/2018,7/19/2018,Same Day,ID-34613,Corporate,United States,New York,Texas,West,Technology,Chairs,194.08,2,0.2,1.19
CA-2019-862427,1/17/2016,1/19/2016,Standard Class,ID-29750,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,787.87,8,0.2,53.87
CA-2016-446290,6/13/2016,6/20/2016,Second Class,ID-17345,Corporate,United States,Houston,California,South,Furniture,Phones,896.74,5,0.3,145.19
CA-2016-905459,5/24/2017,5/28/2017,Same Day,ID-42396,Home Office,United States,New York,Texas,South,Technology,Chairs,525.93,4,0.3,20.49
CA-2018-438756,11/20/2016,11/26/2016,Standard Class,ID-82034,Home Office,United States,New York,New York,South,Technology,Binders,206.74,1,0.1,53.83
CA-2017-763653,6/8/2018,6/11/2018,Standard Class,ID-31936,Corporate,United States,Phoenix,California,South,Furniture,Chairs,969.15,10,0.3,118.97
CA-2017-489439,7/2/2016,7/4/2016,Second Class,ID-75525,Consumer,United States,Phoenix,New York,West,Furniture,Binders,648.13,9,0,-32.19
CA-2017-432125,2/17/2019,2/24/2019,First Class,ID-67503,Home Office,United States,Los Angeles,California,South,Office Supplies,Phones,258.19,1,0.3,33.01
CA-2018-669097,11/28/2019,12/2/2019,Second Class,ID-84278,Consumer,United States,Phoenix,New York,Central,Technology,Accessories,282.57,10,0.1,-18.42
CA-2017-571213,8/28/2017,9/4/2017,First Class,ID-80989,Corporate,United States,Houston,California,South,Technology,Phones,884.1,10,0.2,148.82
CA-2017-436272,5/9/2016,5/15/2016,Same Day,ID-34886,Home Office,United States,Houston,Illinois,East,Technology,Binders,329.37,6,0,-20.26
CA-2016-145903,9/22/2016,9/24/2016,Standard Class,ID-36486,Consumer,United States,Houston,Texas,West,Furniture,Tables,645.33,7,0.3,49.84
CA-2018-151470,1/20/2018,1/22/2018,Standard Class,ID-11715,Consumer,United States,Houston,California,South,Technology,Chairs,367.32,7,0.2,63.97
CA-2016-963652,6/17/2019,6/20/2019,Standard Class,ID-19225,Corporate,United States,New York,Texas,West,Furniture,Phones,536.34,4,0.1,53.33
CA-2017-697717,7/4/2019,7/6/2019,Same Day,ID-23829,Home Office,United States,Phoenix,New York,South,Technology,Accessories,884,3,0.1,95.46
CA-2018-789472,11/19/2016,11/24/2016,Same Day,ID-56179,Corporate,United States,Phoenix,New York,Central,Office Supplies,Accessories,827.89,6,0.1,93.33
CA-2017-493282,1/31/2019,2/6/2019,First Class,ID-57187,Corporate,United States,Houston,Florida,West,Technology,Chairs,983.13,10,0,105.24
CA-2018-106887,9/7/2017,9/9/2017,Second Class,ID-51275,Consumer,United States,Chicago,Illinois,East,Furniture,Chairs,465.77,3,0.1,2.51
CA-2017-344312,6/8/2017,6/15/2017,First Class,ID-22046,Home Office,United States,Houston,Illinois,East,Technology,Chairs,726.34,8,0.1,62.31
CA-2016-724145,8/8/2019,8/11/2019,Standard Class,ID-85534,Corporate,United States,New York,California,Central,Office Supplies,Accessories,422.36,2,0.1,75.67
CA-2016-764678,7/18/2019,7/22/2019,Standard Class,ID-49948,Home Office,United States,New York,New York,East,Office Supplies,Tables,700.79,3,0,118.75
CA-2019-567262,5/3/2019,5/8/2019,Standard Class,ID-39109,Corporate,United States,Chicago,Florida,East,Furniture,Binders,91.72,10,0,10.94
CA-2018-189211,3/27/2018,4/1/2018,Same Day,ID-27088,Consumer,United States,Houston,Illinois,East,Office Supplies,Accessories,655.73,4,0.1,-1.81
CA-2018-914504,5/30/2018,6/2/2018,Standard Class,ID-24749,Home Office,United States,Houston,Florida,Central,Office Supplies,Phones,327.53,10,0,68.08
CA-2017-466704,6/16/2019,6/23/2019,Same Day,ID-91681,Consumer,United States,Houston,California,East,Furniture,Binders,164.43,2,0,32.2
CA-2017-751168,10/29/2016,11/5/2016,First Class,ID-11800,Corporate,United States,New York,New York,South,Office Supplies,Chairs,338.56,9,0.1,-5.63
CA-2018-675458,9/16/2018,9/21/2018,Second Class,ID-97590,Consumer,United States,Houston,Illinois,West,Office Supplies,Phones,69.51,4,0.2,-4.38
CA-2016-169832,3/6/2018,3/12/2018,First Class,ID-96898,Home Office,United States,Chicago,California,West,Office Supplies,Accessories,238.86,7,0,62.47
CA-2019-726111,12/24/2018,12/25/2018,Second Class,ID-36066,Home Office,United States,Houston,Illinois,West,Furniture,Phones,923.05,5,0.2,70.87
CA-2017-119264,12/11/2017,12/17/2017,First Class,ID-56580,Home Office,United States,Chicago,Texas,Central,Furniture,Binders,879.89,1,0.2,-6.88
CA-2018-511929,9/7/2019,9/9/2019,Standard Class,ID-60096,Home Office,United States,Phoenix,Texas,South,Furniture,Tables,161.22,5,0.2,10.28
